order_id,company_id,order_date,channel,product_category,gross_amount,fee_amount,net_amount,is_cancelled,is_returned
O15520,C004,2026-04-20,오픈마켓,식품,164432,11696,152736,False,False
O15521,C004,2026-04-20,오픈마켓,뷰티,347016,13463,333553,False,False
O15522,C005,2026-04-20,자사몰,생활용품,56384,3543,52841,False,False
O15523,C005,2026-04-20,자사몰,디지털,209605,8985,200620,False,False
O15524,C005,2026-04-20,자사몰,뷰티,218985,16085,202900,False,False
O15525,C005,2026-04-20,자사몰,뷰티,154622,5312,149310,False,False
O15526,C005,2026-04-20,자사몰,패션잡화,327541,15617,0,True,False
O15527,C005,2026-04-20,자사몰,식품,296177,20726,275451,False,False
O15528,C005,2026-04-20,자사몰,디지털,117739,3953,113786,False,False
O15529,C001,2026-04-21,자사몰,생활용품,339299,18061,321238,False,False
O15530,C001,2026-04-21,자사몰,생활용품,416632,16682,399950,False,False
O15531,C001,2026-04-21,자사몰,식품,277725,8061,269664,False,False
O15532,C001,2026-04-21,자사몰,생활용품,252088,17038,235050,False,False
O15533,C001,2026-04-21,자사몰,생활용품,337723,23478,314245,False,False
O15534,C001,2026-04-21,자사몰,식품,99988,6108,93880,False,False
O15535,C001,2026-04-21,자사몰,뷰티,150250,7409,142841,False,True
O15536,C001,2026-04-21,자사몰,생활용품,318385,17329,301056,False,False
O15537,C001,2026-04-21,자사몰,뷰티,326009,12622,313387,False,False
O15538,C001,2026-04-21,자사몰,뷰티,340840,23878,316962,False,False
O15539,C001,2026-04-21,자사몰,식품,113158,4345,108813,False,False
O15540,C002,2026-04-21,오픈마켓,생활용품,194559,11847,182712,False,False
O15541,C002,2026-04-21,오픈마켓,뷰티,385809,20242,365567,False,False
O15542,C002,2026-04-21,오픈마켓,디지털,356631,17695,0,True,False
O15543,C002,2026-04-21,오픈마켓,식품,390904,18613,372291,False,False
O15544,C002,2026-04-21,오픈마켓,뷰티,146386,8711,137675,False,False
O15545,C002,2026-04-21,오픈마켓,식품,408185,30568,377617,False,True
O15546,C002,2026-04-21,오픈마켓,뷰티,146866,7547,139319,False,False
O15547,C002,2026-04-21,오픈마켓,생활용품,95370,4587,90783,False,False
O15548,C002,2026-04-21,오픈마켓,생활용품,189242,12336,176906,False,False
O15549,C002,2026-04-21,오픈마켓,패션잡화,46486,3217,43269,False,False
O15550,C002,2026-04-21,오픈마켓,생활용품,283542,7719,275823,False,False
O15551,C002,2026-04-21,오픈마켓,식품,70485,2611,0,True,False
O15552,C002,2026-04-21,오픈마켓,식품,322478,9526,312952,False,False
O15553,C002,2026-04-21,오픈마켓,식품,311448,8320,303128,False,False
O15554,C002,2026-04-21,오픈마켓,식품,237587,13338,0,True,False
O15555,C002,2026-04-21,오픈마켓,패션잡화,317925,17509,300416,False,False
O15556,C003,2026-04-21,라이브,생활용품,365786,24316,341470,False,True
O15557,C003,2026-04-21,라이브,생활용품,413941,22854,391087,False,False
O15558,C003,2026-04-21,라이브,생활용품,63208,4515,58693,False,False
O15559,C003,2026-04-21,라이브,패션잡화,193157,5224,187933,False,False
O15560,C003,2026-04-21,라이브,식품,321897,20678,301219,False,False
O15561,C003,2026-04-21,라이브,디지털,409386,18914,390472,False,True
O15562,C003,2026-04-21,라이브,생활용품,408753,20070,388683,False,False
O15563,C003,2026-04-21,라이브,패션잡화,352932,23667,329265,False,False
O15564,C004,2026-04-21,오픈마켓,뷰티,212204,13519,198685,False,False
O15565,C004,2026-04-21,오픈마켓,디지털,294297,8828,285469,False,False
O15566,C004,2026-04-21,오픈마켓,식품,44351,1602,42749,False,False
O15567,C004,2026-04-21,오픈마켓,식품,82321,5978,76343,False,False
O15568,C004,2026-04-21,오픈마켓,디지털,402462,26371,376091,False,False
O15569,C004,2026-04-21,오픈마켓,패션잡화,75135,4704,70431,False,False
O15570,C004,2026-04-21,오픈마켓,디지털,94370,7057,87313,False,False
O15571,C004,2026-04-21,오픈마켓,생활용품,377115,24910,352205,False,False
O15572,C004,2026-04-21,오픈마켓,디지털,364640,24225,340415,False,False
O15573,C004,2026-04-21,오픈마켓,생활용품,179018,10295,168723,False,False
O15574,C004,2026-04-21,오픈마켓,패션잡화,272642,20187,252455,False,False
O15575,C004,2026-04-21,오픈마켓,생활용품,44313,1605,42708,False,False
O15576,C004,2026-04-21,오픈마켓,뷰티,222524,14667,207857,False,False
O15577,C004,2026-04-21,오픈마켓,생활용품,156034,7612,148422,False,False
O15578,C004,2026-04-21,오픈마켓,뷰티,267196,19730,247466,False,False
O15579,C004,2026-04-21,오픈마켓,패션잡화,195259,10660,184599,False,False
O15580,C005,2026-04-21,자사몰,생활용품,317231,12138,305093,False,False
O15581,C005,2026-04-21,자사몰,패션잡화,307444,8973,298471,False,False
O15582,C005,2026-04-21,자사몰,디지털,51305,2625,48680,False,False
O15583,C005,2026-04-21,자사몰,패션잡화,288543,13442,275101,False,False
O15584,C005,2026-04-21,자사몰,식품,384229,10026,374203,False,False
O15585,C001,2026-04-22,자사몰,디지털,315249,11946,303303,False,False
O15586,C001,2026-04-22,자사몰,생활용품,288256,16220,272036,False,False
O15587,C001,2026-04-22,자사몰,식품,252686,10623,242063,False,False
O15588,C001,2026-04-22,자사몰,생활용품,159681,6073,153608,False,False
O15589,C001,2026-04-22,자사몰,생활용품,298436,10463,287973,False,False
O15590,C001,2026-04-22,자사몰,뷰티,96385,5964,90421,False,False
O15591,C001,2026-04-22,자사몰,뷰티,413617,12735,400882,False,False
O15592,C001,2026-04-22,자사몰,패션잡화,406543,16787,389756,False,True
O15593,C001,2026-04-22,자사몰,패션잡화,184872,4976,179896,False,False
O15594,C001,2026-04-22,자사몰,식품,67700,3392,64308,False,False
O15595,C001,2026-04-22,자사몰,뷰티,42429,3074,39355,False,False
O15596,C001,2026-04-22,자사몰,식품,325350,15972,309378,False,False
O15597,C001,2026-04-22,자사몰,뷰티,254805,12752,242053,False,False
O15598,C001,2026-04-22,자사몰,디지털,349542,14848,334694,False,False
O15599,C001,2026-04-22,자사몰,패션잡화,97522,4128,93394,False,False
O15600,C001,2026-04-22,자사몰,뷰티,262470,16078,246392,False,False
O15601,C002,2026-04-22,오픈마켓,뷰티,366683,11129,355554,False,False
O15602,C002,2026-04-22,오픈마켓,패션잡화,255644,6896,248748,False,False
O15603,C002,2026-04-22,오픈마켓,식품,138978,5042,133936,False,False
O15604,C002,2026-04-22,오픈마켓,디지털,402356,25128,377228,False,False
O15605,C002,2026-04-22,오픈마켓,패션잡화,316307,22069,294238,False,False
O15606,C002,2026-04-22,오픈마켓,패션잡화,344490,16087,328403,False,False
O15607,C002,2026-04-22,오픈마켓,디지털,419898,13153,406745,False,False
O15608,C002,2026-04-22,오픈마켓,식품,380383,20578,359805,False,False
O15609,C002,2026-04-22,오픈마켓,뷰티,50946,1938,49008,False,False
O15610,C002,2026-04-22,오픈마켓,디지털,50243,2223,48020,False,False
O15611,C002,2026-04-22,오픈마켓,디지털,175872,12989,162883,False,False
O15612,C002,2026-04-22,오픈마켓,디지털,223730,7985,215745,False,False
O15613,C003,2026-04-22,라이브,패션잡화,134614,9273,125341,False,False
O15614,C003,2026-04-22,라이브,디지털,113027,2919,110108,False,False
O15615,C003,2026-04-22,라이브,패션잡화,309777,20872,288905,False,False
O15616,C003,2026-04-22,라이브,뷰티,171962,4371,167591,False,False
O15617,C003,2026-04-22,라이브,식품,285284,13301,271983,False,False
O15618,C003,2026-04-22,라이브,뷰티,303705,12234,291471,False,False
O15619,C003,2026-04-22,라이브,디지털,47829,2623,45206,False,False
O15620,C003,2026-04-22,라이브,생활용품,226262,15079,211183,False,False
O15621,C003,2026-04-22,라이브,패션잡화,378228,22608,355620,False,False
O15622,C003,2026-04-22,라이브,디지털,357899,19555,338344,False,False
O15623,C003,2026-04-22,라이브,생활용품,351735,11789,339946,False,True
O15624,C003,2026-04-22,라이브,뷰티,317913,23202,294711,False,False
O15625,C003,2026-04-22,라이브,디지털,136215,9205,127010,False,False
O15626,C004,2026-04-22,오픈마켓,식품,39104,1345,37759,False,False
O15627,C004,2026-04-22,오픈마켓,식품,46145,1296,44849,False,True
O15628,C004,2026-04-22,오픈마켓,생활용품,184560,8379,176181,False,False
O15629,C004,2026-04-22,오픈마켓,식품,235892,15719,220173,False,False
O15630,C004,2026-04-22,오픈마켓,디지털,58097,3954,54143,False,False
O15631,C004,2026-04-22,오픈마켓,디지털,32538,1968,30570,False,False
O15632,C004,2026-04-22,오픈마켓,식품,99000,2877,96123,False,False
O15633,C004,2026-04-22,오픈마켓,생활용품,148761,9823,0,True,False
O15634,C004,2026-04-22,오픈마켓,식품,97129,4159,92970,False,False
O15635,C005,2026-04-22,자사몰,뷰티,247593,15328,232265,False,False
O15636,C005,2026-04-22,자사몰,식품,36674,1225,35449,False,False
O15637,C005,2026-04-22,자사몰,뷰티,372603,10028,362575,False,False
O15638,C005,2026-04-22,자사몰,식품,345384,24234,321150,False,False
O15639,C005,2026-04-22,자사몰,디지털,158564,9353,149211,False,False
O15640,C005,2026-04-22,자사몰,디지털,56641,2296,54345,False,False
O15641,C005,2026-04-22,자사몰,디지털,207181,14133,193048,False,False
O15642,C005,2026-04-22,자사몰,생활용품,90616,5923,84693,False,True
O15643,C005,2026-04-22,자사몰,생활용품,106728,5702,101026,False,False
O15644,C005,2026-04-22,자사몰,생활용품,371175,9627,361548,False,False
O15645,C005,2026-04-22,자사몰,생활용품,181446,5101,176345,False,False
O15646,C005,2026-04-22,자사몰,식품,205858,13999,0,True,False
O15647,C001,2026-04-23,자사몰,생활용품,96181,6216,89965,False,False
O15648,C001,2026-04-23,자사몰,패션잡화,316164,19470,296694,False,False
O15649,C001,2026-04-23,자사몰,식품,208414,13046,195368,False,False
O15650,C001,2026-04-23,자사몰,생활용품,249255,17584,231671,False,False
O15651,C001,2026-04-23,자사몰,패션잡화,52185,2146,50039,False,False
O15652,C001,2026-04-23,자사몰,생활용품,123379,5283,118096,False,True
O15653,C001,2026-04-23,자사몰,디지털,298758,9391,289367,False,False
O15654,C001,2026-04-23,자사몰,디지털,77616,3290,74326,False,False
O15655,C001,2026-04-23,자사몰,생활용품,102701,5855,96846,False,False
O15656,C001,2026-04-23,자사몰,디지털,379167,22588,356579,False,False
O15657,C002,2026-04-23,오픈마켓,생활용품,312198,10503,301695,False,False
O15658,C002,2026-04-23,오픈마켓,생활용품,181177,6425,174752,False,False
O15659,C002,2026-04-23,오픈마켓,뷰티,381175,12064,369111,False,False
O15660,C002,2026-04-23,오픈마켓,식품,229663,7611,222052,False,False
O15661,C002,2026-04-23,오픈마켓,뷰티,262408,15354,247054,False,False
O15662,C002,2026-04-23,오픈마켓,패션잡화,366799,15009,351790,False,False
O15663,C003,2026-04-23,라이브,생활용품,60802,2184,58618,False,False
O15664,C003,2026-04-23,라이브,패션잡화,215969,5478,210491,False,False
O15665,C003,2026-04-23,라이브,뷰티,249290,6758,242532,False,False
O15666,C003,2026-04-23,라이브,생활용품,331238,17249,313989,False,False
O15667,C003,2026-04-23,라이브,생활용품,75232,1971,73261,False,False
O15668,C003,2026-04-23,라이브,식품,221909,6957,214952,False,False
O15669,C003,2026-04-23,라이브,디지털,207083,10882,196201,False,False
O15670,C003,2026-04-23,라이브,뷰티,315556,9419,306137,False,False
O15671,C003,2026-04-23,라이브,뷰티,69800,3807,0,True,False
O15672,C003,2026-04-23,라이브,생활용품,321047,9610,311437,False,False
O15673,C003,2026-04-23,라이브,패션잡화,157075,4236,152839,False,False
O15674,C003,2026-04-23,라이브,식품,321404,9441,311963,False,False
O15675,C003,2026-04-23,라이브,패션잡화,167348,10373,156975,False,False
O15676,C003,2026-04-23,라이브,뷰티,389693,20310,369383,False,False
O15677,C004,2026-04-23,오픈마켓,디지털,269745,19676,250069,False,False
O15678,C004,2026-04-23,오픈마켓,생활용품,82261,3727,78534,False,False
O15679,C004,2026-04-23,오픈마켓,패션잡화,61704,3100,58604,False,False
O15680,C004,2026-04-23,오픈마켓,뷰티,58518,1562,56956,False,False
O15681,C004,2026-04-23,오픈마켓,디지털,264281,17868,246413,False,True
O15682,C004,2026-04-23,오픈마켓,뷰티,239859,13545,226314,False,False
O15683,C004,2026-04-23,오픈마켓,생활용품,83168,4591,78577,False,False
O15684,C004,2026-04-23,오픈마켓,뷰티,241256,13963,227293,False,False
O15685,C004,2026-04-23,오픈마켓,뷰티,282957,11714,271243,False,False
O15686,C004,2026-04-23,오픈마켓,생활용품,56384,3015,53369,False,False
O15687,C004,2026-04-23,오픈마켓,생활용품,253424,9744,243680,False,False
O15688,C004,2026-04-23,오픈마켓,생활용품,381274,23420,357854,False,False
O15689,C004,2026-04-23,오픈마켓,디지털,377891,11258,366633,False,False
O15690,C004,2026-04-23,오픈마켓,패션잡화,331750,22035,309715,False,False
O15691,C005,2026-04-23,자사몰,생활용품,294127,14123,280004,False,False
O15692,C005,2026-04-23,자사몰,생활용품,122681,8165,114516,False,False
O15693,C005,2026-04-23,자사몰,디지털,225618,15161,210457,False,False
O15694,C005,2026-04-23,자사몰,패션잡화,260875,17547,243328,False,False
O15695,C005,2026-04-23,자사몰,패션잡화,152641,8576,144065,False,True
O15696,C005,2026-04-23,자사몰,디지털,224791,15076,209715,False,False
O15697,C005,2026-04-23,자사몰,패션잡화,152898,5787,147111,False,False
O15698,C005,2026-04-23,자사몰,패션잡화,398606,27458,371148,False,False
O15699,C005,2026-04-23,자사몰,패션잡화,169277,9949,159328,False,False
O15700,C005,2026-04-23,자사몰,디지털,404379,17233,387146,False,False
O15701,C005,2026-04-23,자사몰,패션잡화,216270,13348,202922,False,False
O15702,C005,2026-04-23,자사몰,패션잡화,62897,2970,59927,False,False
O15703,C005,2026-04-23,자사몰,생활용품,33317,1323,31994,False,False
O15704,C001,2026-04-24,자사몰,디지털,260727,8584,252143,False,False
O15705,C001,2026-04-24,자사몰,패션잡화,79198,2985,76213,False,False
O15706,C001,2026-04-24,자사몰,뷰티,52038,1920,50118,False,False
O15707,C001,2026-04-24,자사몰,뷰티,343631,19341,324290,False,False
O15708,C001,2026-04-24,자사몰,생활용품,266800,14195,252605,False,False
O15709,C001,2026-04-24,자사몰,생활용품,268639,8549,260090,False,False
O15710,C001,2026-04-24,자사몰,식품,408628,21903,386725,False,False
O15711,C001,2026-04-24,자사몰,패션잡화,292204,19429,272775,False,False
O15712,C001,2026-04-24,자사몰,생활용품,34587,2411,32176,False,False
O15713,C001,2026-04-24,자사몰,패션잡화,373532,22781,350751,False,False
O15714,C001,2026-04-24,자사몰,식품,188102,11051,177051,False,False
O15715,C001,2026-04-24,자사몰,식품,230952,7467,223485,False,False
O15716,C001,2026-04-24,자사몰,디지털,337997,18124,319873,False,False
O15717,C002,2026-04-24,오픈마켓,뷰티,254235,7668,0,True,False
O15718,C002,2026-04-24,오픈마켓,뷰티,161499,7718,153781,False,True
O15719,C002,2026-04-24,오픈마켓,디지털,169362,6723,162639,False,False
O15720,C002,2026-04-24,오픈마켓,뷰티,341754,12417,329337,False,False
O15721,C002,2026-04-24,오픈마켓,디지털,67577,3317,64260,False,False
O15722,C002,2026-04-24,오픈마켓,뷰티,227246,11412,215834,False,False
O15723,C002,2026-04-24,오픈마켓,뷰티,301390,20615,280775,False,False
O15724,C003,2026-04-24,라이브,디지털,311117,12345,298772,False,False
O15725,C003,2026-04-24,라이브,식품,410850,10717,400133,False,False
O15726,C003,2026-04-24,라이브,패션잡화,365777,21134,344643,False,False
O15727,C003,2026-04-24,라이브,뷰티,174302,5119,169183,False,False
O15728,C003,2026-04-24,라이브,디지털,411837,29476,382361,False,False
O15729,C003,2026-04-24,라이브,뷰티,292285,21904,270381,False,False
O15730,C003,2026-04-24,라이브,생활용품,132112,7686,124426,False,True
O15731,C003,2026-04-24,라이브,뷰티,124778,4490,120288,False,False
O15732,C003,2026-04-24,라이브,패션잡화,340176,14697,325479,False,False
O15733,C003,2026-04-24,라이브,생활용품,369778,12164,357614,False,True
O15734,C003,2026-04-24,라이브,식품,120796,8064,112732,False,False
O15735,C003,2026-04-24,라이브,패션잡화,283996,18748,265248,False,False
O15736,C003,2026-04-24,라이브,식품,409800,16552,393248,False,False
O15737,C003,2026-04-24,라이브,디지털,52129,1344,50785,False,True
O15738,C004,2026-04-24,오픈마켓,생활용품,41480,2029,39451,False,False
O15739,C004,2026-04-24,오픈마켓,생활용품,333837,24507,309330,False,False
O15740,C004,2026-04-24,오픈마켓,패션잡화,332894,20021,312873,False,True
O15741,C004,2026-04-24,오픈마켓,생활용품,69774,3895,65879,False,False
O15742,C004,2026-04-24,오픈마켓,패션잡화,138576,4319,134257,False,False
O15743,C004,2026-04-24,오픈마켓,패션잡화,245168,10728,234440,False,False
O15744,C004,2026-04-24,오픈마켓,뷰티,117292,6858,110434,False,False
O15745,C004,2026-04-24,오픈마켓,디지털,220626,5809,214817,False,False
O15746,C004,2026-04-24,오픈마켓,뷰티,346810,10049,336761,False,False
O15747,C005,2026-04-24,자사몰,생활용품,132517,5593,126924,False,False
O15748,C005,2026-04-24,자사몰,패션잡화,96820,4680,92140,False,False
O15749,C005,2026-04-24,자사몰,패션잡화,299376,13787,285589,False,False
O15750,C005,2026-04-24,자사몰,패션잡화,133643,4268,129375,False,False
O15751,C005,2026-04-24,자사몰,식품,356447,23116,333331,False,False
O15752,C005,2026-04-24,자사몰,식품,132328,7287,125041,False,False
O15753,C005,2026-04-24,자사몰,식품,230958,13671,217287,False,False
O15754,C005,2026-04-24,자사몰,패션잡화,258751,13203,245548,False,False
O15755,C005,2026-04-24,자사몰,생활용품,207271,12588,194683,False,False
O15756,C005,2026-04-24,자사몰,디지털,175184,6020,169164,False,False
O15757,C005,2026-04-24,자사몰,패션잡화,220474,15677,204797,False,False
O15758,C005,2026-04-24,자사몰,생활용품,280707,19801,260906,False,False
O15759,C005,2026-04-24,자사몰,뷰티,168177,4763,163414,False,False
O15760,C005,2026-04-24,자사몰,식품,367268,9698,357570,False,True
O15761,C005,2026-04-24,자사몰,디지털,418010,30848,387162,False,False
O15762,C001,2026-04-25,자사몰,디지털,395847,19899,375948,False,False
O15763,C001,2026-04-25,자사몰,생활용품,60056,3736,56320,False,False
O15764,C001,2026-04-25,자사몰,식품,359942,21089,338853,False,False
O15765,C001,2026-04-25,자사몰,디지털,332547,17397,315150,False,False
O15766,C001,2026-04-25,자사몰,뷰티,306992,22496,284496,False,True
O15767,C001,2026-04-25,자사몰,식품,56957,3050,53907,False,False
O15768,C001,2026-04-25,자사몰,생활용품,65318,4788,60530,False,False
O15769,C001,2026-04-25,자사몰,뷰티,344991,16118,328873,False,False
O15770,C001,2026-04-25,자사몰,디지털,315416,8675,306741,False,True
O15771,C001,2026-04-25,자사몰,패션잡화,82252,2431,79821,False,True
O15772,C001,2026-04-25,자사몰,생활용품,50903,2056,48847,False,False
O15773,C001,2026-04-25,자사몰,디지털,323830,17269,306561,False,False
O15774,C001,2026-04-25,자사몰,식품,154001,11109,142892,False,False
O15775,C002,2026-04-25,오픈마켓,패션잡화,398821,27059,371762,False,True
O15776,C002,2026-04-25,오픈마켓,생활용품,112329,4627,107702,False,False
O15777,C002,2026-04-25,오픈마켓,생활용품,85593,5484,80109,False,False
O15778,C002,2026-04-25,오픈마켓,디지털,266341,6833,0,True,False
O15779,C002,2026-04-25,오픈마켓,식품,117639,4340,113299,False,False
O15780,C002,2026-04-25,오픈마켓,생활용품,349808,16800,333008,False,False
O15781,C002,2026-04-25,오픈마켓,식품,293057,11074,281983,False,False
O15782,C002,2026-04-25,오픈마켓,디지털,349692,23975,325717,False,False
O15783,C002,2026-04-25,오픈마켓,뷰티,161710,5444,156266,False,False
O15784,C002,2026-04-25,오픈마켓,뷰티,283084,19185,263899,False,True
O15785,C002,2026-04-25,오픈마켓,패션잡화,259598,14135,245463,False,False
O15786,C003,2026-04-25,라이브,뷰티,67772,4338,63434,False,False
O15787,C003,2026-04-25,라이브,생활용품,396606,16092,380514,False,False
O15788,C003,2026-04-25,라이브,뷰티,113650,4852,108798,False,False
O15789,C003,2026-04-25,라이브,식품,263244,18644,244600,False,False
O15790,C003,2026-04-25,라이브,패션잡화,332719,21655,311064,False,False
O15791,C003,2026-04-25,라이브,생활용품,68463,3016,65447,False,False
O15792,C003,2026-04-25,라이브,패션잡화,62540,2651,59889,False,False
O15793,C003,2026-04-25,라이브,식품,181964,7840,174124,False,False
O15794,C003,2026-04-25,라이브,식품,149686,4318,145368,False,False
O15795,C004,2026-04-25,오픈마켓,디지털,369359,13344,356015,False,False
O15796,C004,2026-04-25,오픈마켓,뷰티,150830,7278,143552,False,False
O15797,C004,2026-04-25,오픈마켓,식품,250803,10622,240181,False,False
O15798,C004,2026-04-25,오픈마켓,뷰티,287216,19269,267947,False,False
O15799,C004,2026-04-25,오픈마켓,디지털,376198,13144,363054,False,False
O15800,C004,2026-04-25,오픈마켓,뷰티,136147,4928,131219,False,False
O15801,C004,2026-04-25,오픈마켓,식품,285046,15351,269695,False,False
O15802,C004,2026-04-25,오픈마켓,식품,90866,5695,85171,False,False
O15803,C004,2026-04-25,오픈마켓,패션잡화,246221,9392,0,True,False
O15804,C004,2026-04-25,오픈마켓,디지털,404668,18747,385921,False,False
O15805,C004,2026-04-25,오픈마켓,생활용품,332465,19084,313381,False,False
O15806,C004,2026-04-25,오픈마켓,생활용품,145303,9867,135436,False,False
O15807,C004,2026-04-25,오픈마켓,디지털,37291,1116,36175,False,False
O15808,C004,2026-04-25,오픈마켓,뷰티,118379,7469,110910,False,False
O15809,C004,2026-04-25,오픈마켓,생활용품,229750,14150,215600,False,False
O15810,C004,2026-04-25,오픈마켓,패션잡화,57825,2106,0,True,False
O15811,C005,2026-04-25,자사몰,패션잡화,41379,1974,39405,False,False
O15812,C005,2026-04-25,자사몰,생활용품,153603,4998,148605,False,False
O15813,C005,2026-04-25,자사몰,디지털,157904,8553,149351,False,False
O15814,C005,2026-04-25,자사몰,패션잡화,322826,12993,309833,False,False
O15815,C005,2026-04-25,자사몰,생활용품,160004,10836,149168,False,False
O15816,C005,2026-04-25,자사몰,생활용품,292227,7793,284434,False,False
O15817,C005,2026-04-25,자사몰,디지털,245128,9026,236102,False,False
O15818,C005,2026-04-25,자사몰,뷰티,182055,7782,174273,False,True
O15819,C005,2026-04-25,자사몰,디지털,72556,3816,0,True,False
O15820,C001,2026-04-26,자사몰,생활용품,103534,6096,97438,False,False
O15821,C001,2026-04-26,자사몰,디지털,235727,8235,227492,False,False
O15822,C001,2026-04-26,자사몰,뷰티,183304,5549,177755,False,False
O15823,C001,2026-04-26,자사몰,디지털,192747,8712,0,True,False
O15824,C001,2026-04-26,자사몰,패션잡화,226297,9417,216880,False,False
O15825,C002,2026-04-26,오픈마켓,디지털,291721,8366,283355,False,False
O15826,C002,2026-04-26,오픈마켓,디지털,203523,5559,197964,False,False
O15827,C002,2026-04-26,오픈마켓,식품,53413,2796,50617,False,False
O15828,C002,2026-04-26,오픈마켓,생활용품,357792,24787,333005,False,True
O15829,C002,2026-04-26,오픈마켓,생활용품,219594,9278,210316,False,False
O15830,C002,2026-04-26,오픈마켓,뷰티,154669,11277,143392,False,False
O15831,C002,2026-04-26,오픈마켓,디지털,55767,2642,53125,False,False
O15832,C002,2026-04-26,오픈마켓,식품,258828,11281,247547,False,False
O15833,C002,2026-04-26,오픈마켓,뷰티,175758,11508,164250,False,False
O15834,C002,2026-04-26,오픈마켓,생활용품,294679,14496,280183,False,False
O15835,C002,2026-04-26,오픈마켓,패션잡화,58707,2588,56119,False,False
O15836,C003,2026-04-26,라이브,뷰티,336943,13736,323207,False,True
O15837,C003,2026-04-26,라이브,생활용품,309411,14341,295070,False,False
O15838,C003,2026-04-26,라이브,생활용품,278249,16046,262203,False,False
O15839,C003,2026-04-26,라이브,식품,327104,15965,311139,False,True
O15840,C003,2026-04-26,라이브,뷰티,169811,12446,157365,False,False
O15841,C003,2026-04-26,라이브,디지털,211980,7085,204895,False,False
O15842,C003,2026-04-26,라이브,패션잡화,218635,10090,208545,False,False
O15843,C003,2026-04-26,라이브,생활용품,307355,8222,299133,False,False
O15844,C003,2026-04-26,라이브,디지털,192256,12618,179638,False,False
O15845,C003,2026-04-26,라이브,뷰티,359432,25700,333732,False,False
O15846,C004,2026-04-26,오픈마켓,뷰티,58884,2619,56265,False,False
O15847,C004,2026-04-26,오픈마켓,패션잡화,115590,3446,0,True,False
O15848,C004,2026-04-26,오픈마켓,식품,285574,18733,266841,False,True
O15849,C004,2026-04-26,오픈마켓,패션잡화,242351,13998,228353,False,True
O15850,C004,2026-04-26,오픈마켓,디지털,271764,13919,257845,False,False
O15851,C004,2026-04-26,오픈마켓,디지털,51181,2269,48912,False,False
O15852,C004,2026-04-26,오픈마켓,패션잡화,268248,14347,253901,False,False
O15853,C004,2026-04-26,오픈마켓,식품,118888,6061,112827,False,False
O15854,C004,2026-04-26,오픈마켓,패션잡화,286174,9497,276677,False,False
O15855,C004,2026-04-26,오픈마켓,디지털,96372,6535,89837,False,False
O15856,C004,2026-04-26,오픈마켓,생활용품,114918,7346,107572,False,False
O15857,C004,2026-04-26,오픈마켓,식품,239775,13751,226024,False,False
O15858,C005,2026-04-26,자사몰,뷰티,224214,8088,216126,False,False
O15859,C005,2026-04-26,자사몰,패션잡화,367461,12965,354496,False,False
O15860,C005,2026-04-26,자사몰,뷰티,51656,1568,50088,False,False
O15861,C005,2026-04-26,자사몰,식품,206521,6967,199554,False,False
O15862,C005,2026-04-26,자사몰,뷰티,166170,6099,160071,False,False
O15863,C005,2026-04-26,자사몰,식품,288571,18535,270036,False,False
O15864,C005,2026-04-26,자사몰,패션잡화,260177,10946,249231,False,False
O15865,C005,2026-04-26,자사몰,패션잡화,382231,24568,357663,False,True
O15866,C001,2026-04-27,자사몰,생활용품,332406,19534,312872,False,False
O15867,C001,2026-04-27,자사몰,식품,406323,29064,377259,False,False
O15868,C001,2026-04-27,자사몰,패션잡화,106795,4807,101988,False,False
O15869,C001,2026-04-27,자사몰,뷰티,291233,19891,271342,False,False
O15870,C001,2026-04-27,자사몰,생활용품,113637,3568,110069,False,False
O15871,C001,2026-04-27,자사몰,뷰티,298799,10367,288432,False,False
O15872,C001,2026-04-27,자사몰,패션잡화,216115,6682,209433,False,False
O15873,C001,2026-04-27,자사몰,패션잡화,366833,11405,355428,False,False
O15874,C001,2026-04-27,자사몰,생활용품,228384,5784,222600,False,False
O15875,C001,2026-04-27,자사몰,생활용품,385061,16203,368858,False,False
O15876,C001,2026-04-27,자사몰,패션잡화,156229,10698,145531,False,False
O15877,C001,2026-04-27,자사몰,식품,299511,21852,277659,False,False
O15878,C001,2026-04-27,자사몰,생활용품,399553,14163,385390,False,False
O15879,C001,2026-04-27,자사몰,디지털,96510,6517,89993,False,False
O15880,C002,2026-04-27,오픈마켓,패션잡화,363420,16709,346711,False,False
O15881,C002,2026-04-27,오픈마켓,뷰티,159562,7244,152318,False,False
O15882,C002,2026-04-27,오픈마켓,패션잡화,210877,7666,203211,False,False
O15883,C002,2026-04-27,오픈마켓,뷰티,35847,1550,34297,False,False
O15884,C002,2026-04-27,오픈마켓,식품,57088,3408,53680,False,False
O15885,C002,2026-04-27,오픈마켓,생활용품,416952,26662,390290,False,False
O15886,C002,2026-04-27,오픈마켓,패션잡화,161269,11435,149834,False,False
O15887,C002,2026-04-27,오픈마켓,뷰티,318213,21743,296470,False,False
O15888,C002,2026-04-27,오픈마켓,식품,347537,16584,330953,False,False
O15889,C002,2026-04-27,오픈마켓,패션잡화,325194,10810,314384,False,False
O15890,C002,2026-04-27,오픈마켓,디지털,156776,9725,147051,False,False
O15891,C002,2026-04-27,오픈마켓,생활용품,138241,9280,128961,False,False
O15892,C002,2026-04-27,오픈마켓,디지털,172446,6479,165967,False,False
O15893,C002,2026-04-27,오픈마켓,패션잡화,264952,10577,254375,False,False
